producto,unidad,mayorista,minimo,maximo,moda,promedio,fecha,año,mes,año_mes,producto_limpio,producto_estandar
Plátano primera (verde y maduro),Unidad,Unidad,230.0,250.0,230.0,235.0,2026-01-19,2026,1,2026-01,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,170.0,200.0,200.0,194.55,2026-01-19,2026,1,2026-01,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,250.0,350.0,300.0,279.55,2026-01-19,2026,1,2026-01,Remolacha,Remolacha
Repollo morado,Kilo,Kilo,600.0,800.0,700.0,673.33,2026-01-19,2026,1,2026-01,Repollo Morado,Repollo Morado
Repollo verde,Kilo,Kilo,350.0,450.0,400.0,400.0,2026-01-19,2026,1,2026-01,Repollo Verde,Repollo Verde
Sandía de campo - grande,Kilo,Kilo,400.0,500.0,400.0,431.25,2026-01-19,2026,1,2026-01,Sandía De Campo Grande,Sandía Grande de Campo
Sandía de campo - mediana,Kilo,Kilo,250.0,350.0,300.0,309.09,2026-01-19,2026,1,2026-01,Sandía De Campo Mediana,Sandía Mediana de Campo
Tiquisque,Kilo,Kilo,1500.0,1600.0,1600.0,1557.14,2026-01-19,2026,1,2026-01,Tiquisque,Tiquisque
Tomate primera Caja plástica (18,kg),kg),6000.0,7000.0,6000.0,6214.29,2026-01-19,2026,1,2026-01,Tomate Primera,Tomate
Tomate segunda Caja plástica (18,kg),kg),5000.0,6000.0,5000.0,5166.67,2026-01-19,2026,1,2026-01,Tomate Segunda,Tomate
Tomate tercera Caja plástica (18,kg),kg),4000.0,5000.0,4000.0,4200.0,2026-01-19,2026,1,2026-01,Tomate Tercera,Tomate
Vainica,Kilo,Kilo,1400.0,1600.0,1500.0,1478.57,2026-01-19,2026,1,2026-01,Vainica,Vainica
Yuca parafinada,Kilo,Kilo,600.0,700.0,600.0,640.0,2026-01-19,2026,1,2026-01,Yuca Parafinada,Yuca Parafinada
Zanahoria primera Malla (45,kg),kg),10000.0,13000.0,12000.0,11428.57,2026-01-19,2026,1,2026-01,Zanahoria Primera,Zanahoria
Apio verde (mata),Mata,Mata,1100.0,1500.0,1200.0,1290.91,2026-01-20,2026,1,2026-01,Apio Verde,Apio Verde
Ayote sazón,Kilo,Kilo,350.0,400.0,350.0,370.0,2026-01-20,2026,1,2026-01,Ayote Sazón,Ayote Sazón
Banano maduro criollo,Unidad,Unidad,29.0,30.0,30.0,29.83,2026-01-20,2026,1,2026-01,Banano Maduro Criollo,Banano Maduro Criollo
Banano rechazo de exportación (verde y maduro),Caja,Caja,2900.0,3000.0,3000.0,2987.5,2026-01-20,2026,1,2026-01,Banano Rechazo De Exportación,Banano Rechazo De Exportación
Brócoli,Kilo,Kilo,1000.0,1300.0,1200.0,1150.0,2026-01-20,2026,1,2026-01,Brócoli,Brócoli
Camote,Kilo,Kilo,700.0,900.0,800.0,800.0,2026-01-20,2026,1,2026-01,Camote,Camote
Cebolla seca amarilla burra,Kilo,Kilo,700.0,800.0,750.0,744.44,2026-01-20,2026,1,2026-01,Cebolla Seca Amarilla Burra,Cebolla Seca Amarilla Burra
Cebolla seca amarilla suelta,Kilo,Kilo,700.0,800.0,750.0,744.44,2026-01-20,2026,1,2026-01,Cebolla Seca Amarilla Suelta,Cebolla Seca Amarilla Suelta
Cebolla seca amarilla trenza,Kilo,Kilo,700.0,800.0,750.0,744.44,2026-01-20,2026,1,2026-01,Cebolla Seca Amarilla Trenza,Cebolla Seca Amarilla Trenza
Cebolla seca morada,Kilo,Kilo,1800.0,2000.0,1800.0,1862.5,2026-01-20,2026,1,2026-01,Cebolla Seca Morada,Cebolla Seca Morada
Chayote tierno criollo,Java,Java,12000.0,13000.0,12000.0,12166.67,2026-01-20,2026,1,2026-01,Chayote Tierno Criollo,Chayote Tierno Criollo
Chayote tierno quelite,Java,Java,10000.0,12000.0,10000.0,10285.71,2026-01-20,2026,1,2026-01,Chayote Tierno Quelite,Chayote Tierno Quelite
Chile dulce jumbo Caja,plástica,plástica,18000.0,20000.0,18000.0,18428.57,2026-01-20,2026,1,2026-01,Chile Dulce Jumbo,Chile Dulce Jumbo
Chile dulce primera Caja,plástica,plástica,15000.0,16000.0,15000.0,15200.0,2026-01-20,2026,1,2026-01,Chile Dulce Primera,Chile Dulce Primera
Chile dulce segunda Caja,plástica,plástica,14000.0,15000.0,15000.0,14833.33,2026-01-20,2026,1,2026-01,Chile Dulce Segunda,Chile Dulce Segunda
Chile dulce tercera Caja,plástica,plástica,9000.0,10000.0,10000.0,9833.33,2026-01-20,2026,1,2026-01,Chile Dulce Tercera,Chile Dulce Tercera
Coliflor,Unidad,Unidad,700.0,1000.0,800.0,825.0,2026-01-20,2026,1,2026-01,Coliflor,Coliflor
Culantro castilla Rollo de 10,rollitos,rollitos,700.0,800.0,800.0,780.0,2026-01-20,2026,1,2026-01,Culantro Castilla De,Culantro Castilla De
Elote,Unidad,Unidad,120.0,150.0,150.0,136.67,2026-01-20,2026,1,2026-01,Elote,Elote
Guanábana injertada,Kilo,Kilo,1600.0,1700.0,1700.0,1680.0,2026-01-20,2026,1,2026-01,Guanábana Injertada,Guanábana Injertada
Jengibre sazón,Kilo,Kilo,900.0,1100.0,1000.0,1000.0,2026-01-20,2026,1,2026-01,Jengibre Sazón,Jengibre Sazón
Lechuga Americana,Unidad,Unidad,200.0,250.0,250.0,230.77,2026-01-20,2026,1,2026-01,Lechuga Americana,Lechuga Americana
Limón mandarina,Unidad,Unidad,70.0,80.0,80.0,77.14,2026-01-20,2026,1,2026-01,Limón Mandarina,Limón Mandarina
Limón mesino,Unidad,Unidad,120.0,150.0,150.0,137.14,2026-01-20,2026,1,2026-01,Limón Mesino,Limón Mesino
Mandarina primera,Unidad,Unidad,150.0,200.0,200.0,181.25,2026-01-20,2026,1,2026-01,Mandarina Primera,Mandarina Primera
Mandarina segunda,Unidad,Unidad,100.0,150.0,150.0,131.25,2026-01-20,2026,1,2026-01,Mandarina Segunda,Mandarina Segunda
Manga grande Cavallini Caja plástica (17,kg),kg),20000.0,23000.0,20000.0,20833.33,2026-01-20,2026,1,2026-01,Manga Grande Cavallini,Manga Grande Cavallini
Manga grande Keitt Caja plástica (17,kg),kg),12000.0,15000.0,12000.0,12666.67,2026-01-20,2026,1,2026-01,Manga Grande Keitt,Manga Grande Keitt
Manga grande Tommy Caja plástica (17,kg),kg),20000.0,23000.0,20000.0,21000.0,2026-01-20,2026,1,2026-01,Manga Grande Tommy,Manga Grande Tommy
Melón Cantaloupe,Kilo,Kilo,500.0,600.0,500.0,530.0,2026-01-20,2026,1,2026-01,Melón Cantaloupe,Melón Cantaloupe
Naranja dulce,Unidad,Unidad,100.0,120.0,120.0,111.11,2026-01-20,2026,1,2026-01,Naranja Dulce,Naranja Dulce
Ñampí,Kilo,Kilo,750.0,800.0,800.0,792.86,2026-01-20,2026,1,2026-01,Ñampí,Ñampí
Papa amarilla primera Malla (45,kg),kg),30000.0,35000.0,32000.0,32217.39,2026-01-20,2026,1,2026-01,Papa Amarilla Primera,Papa Amarilla
Papa blanca primera Malla (45,kg),kg),35000.0,40000.0,38000.0,36928.57,2026-01-20,2026,1,2026-01,Papa Blanca Primera,Papa Blanca
Papaya híbrida,Kilo,Kilo,400.0,500.0,450.0,463.64,2026-01-20,2026,1,2026-01,Papaya Híbrida,Papaya Híbrida
Pepino,Kilo,Kilo,450.0,500.0,500.0,493.75,2026-01-20,2026,1,2026-01,Pepino,Pepino
Piña - grande,Unidad,Unidad,1100.0,1200.0,1200.0,1188.89,2026-01-20,2026,1,2026-01,Piña Grande,Piña
Piña - mediana,Unidad,Unidad,800.0,1000.0,1000.0,907.69,2026-01-20,2026,1,2026-01,Piña Mediana,Piña
Piña - pequeña,Unidad,Unidad,700.0,800.0,700.0,733.33,2026-01-20,2026,1,2026-01,Piña Pequeña,Piña
Plátano primera (verde y maduro),Unidad,Unidad,230.0,250.0,230.0,237.78,2026-01-20,2026,1,2026-01,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,180.0,200.0,200.0,196.0,2026-01-20,2026,1,2026-01,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,250.0,300.0,300.0,292.5,2026-01-20,2026,1,2026-01,Remolacha,Remolacha
Repollo morado,Kilo,Kilo,600.0,800.0,700.0,678.0,2026-01-20,2026,1,2026-01,Repollo Morado,Repollo Morado
Repollo verde,Kilo,Kilo,300.0,400.0,350.0,352.63,2026-01-20,2026,1,2026-01,Repollo Verde,Repollo Verde
Sandía de campo - grande,Kilo,Kilo,400.0,500.0,450.0,466.67,2026-01-20,2026,1,2026-01,Sandía De Campo Grande,Sandía Grande de Campo
Sandía de campo - mediana,Kilo,Kilo,300.0,350.0,350.0,333.33,2026-01-20,2026,1,2026-01,Sandía De Campo Mediana,Sandía Mediana de Campo
Tiquisque,Kilo,Kilo,1500.0,1600.0,1600.0,1575.0,2026-01-20,2026,1,2026-01,Tiquisque,Tiquisque
Tomate primera Caja plástica (18,kg),kg),6000.0,7000.0,6000.0,6125.0,2026-01-20,2026,1,2026-01,Tomate Primera,Tomate
Tomate segunda Caja plástica (18,kg),kg),5000.0,6000.0,5000.0,5125.0,2026-01-20,2026,1,2026-01,Tomate Segunda,Tomate
Tomate tercera Caja plástica (18,kg),kg),4000.0,5000.0,4000.0,4125.0,2026-01-20,2026,1,2026-01,Tomate Tercera,Tomate
Vainica,Kilo,Kilo,1600.0,1800.0,1700.0,1711.11,2026-01-20,2026,1,2026-01,Vainica,Vainica
Yuca parafinada,Kilo,Kilo,600.0,700.0,600.0,638.89,2026-01-20,2026,1,2026-01,Yuca Parafinada,Yuca Parafinada
Zanahoria primera Malla (45,kg),kg),10000.0,14000.0,12000.0,11318.18,2026-01-20,2026,1,2026-01,Zanahoria Primera,Zanahoria
Apio verde (mata),Mata,Mata,1300.0,1500.0,1500.0,1412.5,2026-01-21,2026,1,2026-01,Apio Verde,Apio Verde
Ayote sazón,Kilo,Kilo,300.0,400.0,350.0,350.0,2026-01-21,2026,1,2026-01,Ayote Sazón,Ayote Sazón
Ayote sazón mantequilla,Kilo,Kilo,700.0,1000.0,800.0,822.22,2026-01-21,2026,1,2026-01,Ayote Sazón Mantequilla,Ayote Sazón Mantequilla
Ayote tierno,Unidad,Unidad,500.0,700.0,600.0,590.0,2026-01-21,2026,1,2026-01,Ayote Tierno,Ayote Tierno
Banano maduro criollo,Unidad,Unidad,28.0,30.0,30.0,29.8,2026-01-21,2026,1,2026-01,Banano Maduro Criollo,Banano Maduro Criollo
Banano rechazo de exportación (verde y maduro),Caja,Caja,2800.0,3000.0,3000.0,2975.0,2026-01-21,2026,1,2026-01,Banano Rechazo De Exportación,Banano Rechazo De Exportación
Brócoli,Kilo,Kilo,800.0,1200.0,1000.0,957.69,2026-01-21,2026,1,2026-01,Brócoli,Brócoli
Camote,Kilo,Kilo,700.0,800.0,800.0,783.33,2026-01-21,2026,1,2026-01,Camote,Camote
Camote Zanahoria,Kilo,Kilo,1200.0,1500.0,1400.0,1412.5,2026-01-21,2026,1,2026-01,Camote Zanahoria,Camote Zanahoria
Carambola,Kilo,Kilo,700.0,800.0,700.0,725.0,2026-01-21,2026,1,2026-01,Carambola,Carambola
Cas,Kilo,Kilo,1000.0,1300.0,1200.0,1171.43,2026-01-21,2026,1,2026-01,Cas,Cas
Cebolla seca amarilla burra,Kilo,Kilo,700.0,800.0,750.0,754.17,2026-01-21,2026,1,2026-01,Cebolla Seca Amarilla Burra,Cebolla Seca Amarilla Burra
Cebolla seca amarilla suelta,Kilo,Kilo,700.0,800.0,750.0,754.17,2026-01-21,2026,1,2026-01,Cebolla Seca Amarilla Suelta,Cebolla Seca Amarilla Suelta
Cebolla seca amarilla trenza,Kilo,Kilo,700.0,800.0,750.0,754.17,2026-01-21,2026,1,2026-01,Cebolla Seca Amarilla Trenza,Cebolla Seca Amarilla Trenza
Cebolla seca morada,Kilo,Kilo,1700.0,2000.0,1800.0,1853.85,2026-01-21,2026,1,2026-01,Cebolla Seca Morada,Cebolla Seca Morada
Cebollino,Rollo,Rollo,200.0,300.0,250.0,232.14,2026-01-21,2026,1,2026-01,Cebollino,Cebollino
Chayote tierno criollo,Java,Java,12000.0,12000.0,12000.0,12000.0,2026-01-21,2026,1,2026-01,Chayote Tierno Criollo,Chayote Tierno Criollo
Chayote tierno quelite,Java,Java,10000.0,12000.0,10000.0,10666.67,2026-01-21,2026,1,2026-01,Chayote Tierno Quelite,Chayote Tierno Quelite
Chile dulce jumbo Caja,plástica,plástica,19000.0,20000.0,20000.0,19800.0,2026-01-21,2026,1,2026-01,Chile Dulce Jumbo,Chile Dulce Jumbo
Chile dulce primera Caja,plástica,plástica,18000.0,19000.0,18000.0,18166.67,2026-01-21,2026,1,2026-01,Chile Dulce Primera,Chile Dulce Primera
Chile dulce segunda Caja,plástica,plástica,15000.0,16000.0,15000.0,15333.33,2026-01-21,2026,1,2026-01,Chile Dulce Segunda,Chile Dulce Segunda
Chile dulce tercera Caja,plástica,plástica,10000.0,11000.0,10000.0,10166.67,2026-01-21,2026,1,2026-01,Chile Dulce Tercera,Chile Dulce Tercera
Coco,Unidad,Unidad,500.0,500.0,500.0,500.0,2026-01-21,2026,1,2026-01,Coco,Coco
Coliflor,Unidad,Unidad,600.0,900.0,700.0,709.09,2026-01-21,2026,1,2026-01,Coliflor,Coliflor
Culantro castilla Rollo de 10,rollitos,rollitos,600.0,800.0,800.0,727.27,2026-01-21,2026,1,2026-01,Culantro Castilla De,Culantro Castilla De
Elote,Unidad,Unidad,120.0,150.0,150.0,139.0,2026-01-21,2026,1,2026-01,Elote,Elote
Espinaca,Rollo,Rollo,200.0,300.0,250.0,240.63,2026-01-21,2026,1,2026-01,Espinaca,Espinaca
Fresa (1 Kg) Bandeja (1,kg),kg),2100.0,2500.0,2500.0,2363.64,2026-01-21,2026,1,2026-01,Fresa Bandeja,Fresa Bandeja
Fresa (400 g) Bandeja (400,g),g),1000.0,1300.0,1200.0,1153.85,2026-01-21,2026,1,2026-01,Fresa Bandeja,Fresa Bandeja
Guanábana injertada,Kilo,Kilo,1500.0,1800.0,1800.0,1700.0,2026-01-21,2026,1,2026-01,Guanábana Injertada,Guanábana Injertada
Guayaba China/Taiwanesa,Kilo,Kilo,700.0,900.0,800.0,800.0,2026-01-21,2026,1,2026-01,Guayaba China Taiwanesa,Guayaba China Taiwanesa
Jengibre sazón,Kilo,Kilo,1000.0,1200.0,1000.0,1066.67,2026-01-21,2026,1,2026-01,Jengibre Sazón,Jengibre Sazón
Lechuga Americana,Unidad,Unidad,200.0,250.0,250.0,232.14,2026-01-21,2026,1,2026-01,Lechuga Americana,Lechuga Americana
Limón dulce,Unidad,Unidad,150.0,250.0,200.0,192.31,2026-01-21,2026,1,2026-01,Limón Dulce,Limón Dulce
Limón mandarina,Unidad,Unidad,70.0,100.0,80.0,80.77,2026-01-21,2026,1,2026-01,Limón Mandarina,Limón Mandarina
Limón mesino,Unidad,Unidad,120.0,140.0,120.0,127.0,2026-01-21,2026,1,2026-01,Limón Mesino,Limón Mesino
Mandarina primera,Unidad,Unidad,170.0,200.0,200.0,197.0,2026-01-21,2026,1,2026-01,Mandarina Primera,Mandarina Primera
Mandarina segunda,Unidad,Unidad,120.0,150.0,150.0,147.0,2026-01-21,2026,1,2026-01,Mandarina Segunda,Mandarina Segunda
Manga grande Cavallini Caja plástica (17,kg),kg),22000.0,23000.0,22000.0,22250.0,2026-01-21,2026,1,2026-01,Manga Grande Cavallini,Manga Grande Cavallini
Manga grande Keitt Caja plástica (17,kg),kg),13000.0,15000.0,15000.0,14166.67,2026-01-21,2026,1,2026-01,Manga Grande Keitt,Manga Grande Keitt
Manga grande Tommy Caja plástica (17,kg),kg),20000.0,23000.0,23000.0,21833.33,2026-01-21,2026,1,2026-01,Manga Grande Tommy,Manga Grande Tommy
Maracuyá,Kilo,Kilo,1000.0,1200.0,1000.0,1080.0,2026-01-21,2026,1,2026-01,Maracuyá,Maracuyá
Melón Cantaloupe,Kilo,Kilo,500.0,650.0,600.0,568.42,2026-01-21,2026,1,2026-01,Melón Cantaloupe,Melón Cantaloupe
Mora congelada,Kilo,Kilo,1600.0,2000.0,1700.0,1757.14,2026-01-21,2026,1,2026-01,Mora Congelada,Mora Congelada
Mora fresca,Kilo,Kilo,1600.0,2000.0,1700.0,1757.14,2026-01-21,2026,1,2026-01,Mora Fresca,Mora Fresca
Naranja dulce,Unidad,Unidad,100.0,120.0,120.0,110.91,2026-01-21,2026,1,2026-01,Naranja Dulce,Naranja Dulce
Naranjilla,Kilo,Kilo,1300.0,1500.0,1500.0,1460.0,2026-01-21,2026,1,2026-01,Naranjilla,Naranjilla
Ñampí,Kilo,Kilo,750.0,800.0,800.0,790.0,2026-01-21,2026,1,2026-01,Ñampí,Ñampí
Papa amarilla primera Malla (45,kg),kg),30000.0,35000.0,32000.0,32000.0,2026-01-21,2026,1,2026-01,Papa Amarilla Primera,Papa Amarilla
Papa blanca primera Malla (45,kg),kg),33000.0,37000.0,35000.0,34833.33,2026-01-21,2026,1,2026-01,Papa Blanca Primera,Papa Blanca
Papa polilla Malla (45,kg),kg),6000.0,7000.0,7000.0,6571.43,2026-01-21,2026,1,2026-01,Papa Polilla,Papa Polilla
Papa semilla Malla (45,kg),kg),10000.0,15000.0,13000.0,12440.0,2026-01-21,2026,1,2026-01,Papa Semilla,Papa Semilla
Papa semillón Malla (45,kg),kg),10000.0,15000.0,13000.0,12370.38,2026-01-21,2026,1,2026-01,Papa Semillón,Papa Semillón
Papaya híbrida,Kilo,Kilo,400.0,500.0,450.0,452.78,2026-01-21,2026,1,2026-01,Papaya Híbrida,Papaya Híbrida
Pepino,Kilo,Kilo,400.0,500.0,500.0,480.0,2026-01-21,2026,1,2026-01,Pepino,Pepino
Piña - grande,Unidad,Unidad,1100.0,1200.0,1200.0,1175.0,2026-01-21,2026,1,2026-01,Piña Grande,Piña
Piña - mediana,Unidad,Unidad,900.0,1000.0,1000.0,990.0,2026-01-21,2026,1,2026-01,Piña Mediana,Piña
Piña - pequeña,Unidad,Unidad,700.0,800.0,800.0,777.78,2026-01-21,2026,1,2026-01,Piña Pequeña,Piña
Pipa pelada,Unidad,Unidad,280.0,300.0,300.0,297.14,2026-01-21,2026,1,2026-01,Pipa Pelada,Pipa Pelada
Plátano primera (verde y maduro),Unidad,Unidad,220.0,230.0,230.0,226.36,2026-01-21,2026,1,2026-01,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,180.0,200.0,200.0,192.5,2026-01-21,2026,1,2026-01,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,250.0,350.0,300.0,283.87,2026-01-21,2026,1,2026-01,Remolacha,Remolacha
Repollo morado,Kilo,Kilo,600.0,800.0,700.0,683.87,2026-01-21,2026,1,2026-01,Repollo Morado,Repollo Morado
Repollo verde,Kilo,Kilo,300.0,350.0,300.0,310.0,2026-01-21,2026,1,2026-01,Repollo Verde,Repollo Verde
Sandía de campo - grande,Kilo,Kilo,350.0,500.0,400.0,439.29,2026-01-21,2026,1,2026-01,Sandía De Campo Grande,Sandía Grande de Campo
Sandía de campo - mediana,Kilo,Kilo,250.0,350.0,300.0,300.0,2026-01-21,2026,1,2026-01,Sandía De Campo Mediana,Sandía Mediana de Campo
Tamarindo,Kilo,Kilo,2000.0,2000.0,2000.0,2000.0,2026-01-21,2026,1,2026-01,Tamarindo,Tamarindo
Tiquisque,Kilo,Kilo,1500.0,1800.0,1600.0,1611.11,2026-01-21,2026,1,2026-01,Tiquisque,Tiquisque
Tomate primera Caja plástica (18,kg),kg),6000.0,7000.0,6000.0,6454.55,2026-01-21,2026,1,2026-01,Tomate Primera,Tomate
Tomate segunda Caja plástica (18,kg),kg),5000.0,6000.0,5000.0,5400.0,2026-01-21,2026,1,2026-01,Tomate Segunda,Tomate
Tomate tercera Caja plástica (18,kg),kg),4000.0,5000.0,4000.0,4363.64,2026-01-21,2026,1,2026-01,Tomate Tercera,Tomate
Vainica,Kilo,Kilo,1500.0,1700.0,1600.0,1575.0,2026-01-21,2026,1,2026-01,Vainica,Vainica
Yuca parafinada,Kilo,Kilo,600.0,700.0,600.0,645.45,2026-01-21,2026,1,2026-01,Yuca Parafinada,Yuca Parafinada
Zanahoria primera Malla (45,kg),kg),10000.0,13000.0,12000.0,11083.33,2026-01-21,2026,1,2026-01,Zanahoria Primera,Zanahoria
Zuquini,Unidad,Unidad,400.0,500.0,400.0,433.33,2026-01-21,2026,1,2026-01,Zuquini,Zuquini
Aguacate Hass de Chile - Super Extra Caja (10,kg),kg),23000.0,25000.0,25000.0,24333.33,2026-01-21,2026,1,2026-01,Aguacate Hass De Chile Super Extra,Aguacate Hass De Chile Super Extra
Aguacate Hass de Chile - Supremo Caja (10,kg),kg),24000.0,25000.0,25000.0,24750.0,2026-01-21,2026,1,2026-01,Aguacate Hass De Chile Supremo,Aguacate Hass De Chile Supremo
Aguacate Hass de México - Extra Caja (10,kg),kg),15000.0,16000.0,15000.0,15250.0,2026-01-21,2026,1,2026-01,Aguacate Hass De México Extra,Aguacate Hass De México Extra
Aguacate Hass de México - Super Extra Caja (10,kg),kg),16000.0,19000.0,18000.0,17555.56,2026-01-21,2026,1,2026-01,Aguacate Hass De México Super Extra,Aguacate Hass De México Super Extra
Aguacate Hass de México - Supremo Caja (10,kg),kg),18000.0,22000.0,20000.0,19500.0,2026-01-21,2026,1,2026-01,Aguacate Hass De México Supremo,Aguacate Hass De México Supremo
Ajo de China puro blanco (presentación 1x3) Caja (10,kg),kg),14000.0,16000.0,14000.0,14800.0,2026-01-21,2026,1,2026-01,Ajo De China Puro Blanco,Ajo De China Puro Blanco
Ajo de China puro blanco (presentación 1x5) Caja (10,kg),kg),15000.0,17000.0,16000.0,15833.33,2026-01-21,2026,1,2026-01,Ajo De China Puro Blanco,Ajo De China Puro Blanco
Ajo de China puro blanco (presentación trenza 1 kg) Caja (10,kg),kg),17000.0,17000.0,17000.0,17000.0,2026-01-21,2026,1,2026-01,Ajo De China Puro Blanco,Ajo De China Puro Blanco
Ajo de China veteado (presentación 1x3) Caja (10,kg),kg),11000.0,12500.0,12000.0,11875.0,2026-01-21,2026,1,2026-01,Ajo De China Veteado,Ajo De China Veteado
Ajo de China veteado (presentación 500 gramos) Caja (10,kg),kg),11000.0,13000.0,12000.0,12093.75,2026-01-21,2026,1,2026-01,Ajo De China Veteado,Ajo De China Veteado
Ajo de China veteado (presentación trenza 1 kg) Caja (10,kg),kg),16000.0,18000.0,17000.0,17166.67,2026-01-21,2026,1,2026-01,Ajo De China Veteado,Ajo De China Veteado
Arándano Bandeja (125,g),g),1250.0,1500.0,1300.0,1328.57,2026-01-21,2026,1,2026-01,Arándano Bandeja,Arándano Bandeja
Ciruela importada,Kilo,Kilo,2600.0,3000.0,3000.0,2866.67,2026-01-21,2026,1,2026-01,Ciruela Importada,Ciruela Importada
Kiwi,Kilo,Kilo,2500.0,2800.0,2500.0,2575.0,2026-01-21,2026,1,2026-01,Kiwi,Kiwi
Mandarina Clementina,Kilo,Kilo,2000.0,2200.0,2000.0,2050.0,2026-01-21,2026,1,2026-01,Mandarina Clementina,Mandarina Clementina
Manzana Gala Caja (80-100,und),und),23000.0,25000.0,24000.0,24250.0,2026-01-21,2026,1,2026-01,Manzana Gala,Manzana Gala
Manzana Gala. Caja (150-198,und),und),19000.0,21000.0,20000.0,20111.11,2026-01-21,2026,1,2026-01,Manzana Gala,Manzana Gala
Manzana Golden Caja (80-100,und),und),26000.0,30000.0,30000.0,28200.0,2026-01-21,2026,1,2026-01,Manzana Golden,Manzana Golden
Manzana Roja Caja (80-100,und),und),22000.0,24000.0,22000.0,22875.0,2026-01-21,2026,1,2026-01,Manzana Roja,Manzana Roja
Manzana Verde Caja (80-100,und),und),24000.0,26000.0,25000.0,25000.0,2026-01-21,2026,1,2026-01,Manzana Verde,Manzana Verde
Melocotón,Kilo,Kilo,2500.0,2600.0,2500.0,2528.57,2026-01-21,2026,1,2026-01,Melocotón,Melocotón
Naranja Washington importada,Kilo,Kilo,1500.0,1700.0,1700.0,1633.33,2026-01-21,2026,1,2026-01,Naranja Washington Importada,Naranja Washington Importada
Nectarina,Kilo,Kilo,2500.0,2600.0,2500.0,2528.57,2026-01-21,2026,1,2026-01,Nectarina,Nectarina
Pera de Argentina Caja (80-100,und),und),25000.0,27000.0,25000.0,25666.67,2026-01-21,2026,1,2026-01,Pera De Argentina,Pera De Argentina
Pera de Estados Unidos Caja (80-100,und),und),24000.0,25000.0,25000.0,24600.0,2026-01-21,2026,1,2026-01,Pera De Estados Unidos,Pera De Estados Unidos
Uva globo de Perú Caja (8.2,kg),kg),17000.0,18000.0,18000.0,17750.0,2026-01-21,2026,1,2026-01,Uva Globo De Perú,Uva Globo De Perú
Uva verde Caja (8.2,kg),kg),28000.0,30000.0,30000.0,29142.86,2026-01-21,2026,1,2026-01,Uva Verde,Uva Verde
Aguacate Hass de Chile - Super Extra Caja (10,kg),kg),23000.0,25000.0,25000.0,24333.33,2026-01-21,2026,1,2026-01,Aguacate Hass De Chile Super Extra,Aguacate Hass De Chile Super Extra
Aguacate Hass de Chile - Supremo Caja (10,kg),kg),24000.0,25000.0,25000.0,24750.0,2026-01-21,2026,1,2026-01,Aguacate Hass De Chile Supremo,Aguacate Hass De Chile Supremo
Aguacate Hass de México - Extra Caja (10,kg),kg),15000.0,16000.0,15000.0,15250.0,2026-01-21,2026,1,2026-01,Aguacate Hass De México Extra,Aguacate Hass De México Extra
Aguacate Hass de México - Super Extra Caja (10,kg),kg),16000.0,19000.0,18000.0,17555.56,2026-01-21,2026,1,2026-01,Aguacate Hass De México Super Extra,Aguacate Hass De México Super Extra
Aguacate Hass de México - Supremo Caja (10,kg),kg),18000.0,22000.0,20000.0,19500.0,2026-01-21,2026,1,2026-01,Aguacate Hass De México Supremo,Aguacate Hass De México Supremo
Ajo de China puro blanco (presentación 1x3) Caja (10,kg),kg),14000.0,16000.0,14000.0,14800.0,2026-01-21,2026,1,2026-01,Ajo De China Puro Blanco,Ajo De China Puro Blanco
Ajo de China puro blanco (presentación 1x5) Caja (10,kg),kg),15000.0,17000.0,16000.0,15833.33,2026-01-21,2026,1,2026-01,Ajo De China Puro Blanco,Ajo De China Puro Blanco
Ajo de China puro blanco (presentación trenza 1 kg) Caja (10,kg),kg),17000.0,17000.0,17000.0,17000.0,2026-01-21,2026,1,2026-01,Ajo De China Puro Blanco,Ajo De China Puro Blanco
Ajo de China veteado (presentación 1x3) Caja (10,kg),kg),11000.0,12500.0,12000.0,11875.0,2026-01-21,2026,1,2026-01,Ajo De China Veteado,Ajo De China Veteado
Ajo de China veteado (presentación 500 gramos) Caja (10,kg),kg),11000.0,13000.0,12000.0,12093.75,2026-01-21,2026,1,2026-01,Ajo De China Veteado,Ajo De China Veteado
Ajo de China veteado (presentación trenza 1 kg) Caja (10,kg),kg),16000.0,18000.0,17000.0,17166.67,2026-01-21,2026,1,2026-01,Ajo De China Veteado,Ajo De China Veteado
Arándano Bandeja (125,g),g),1250.0,1500.0,1300.0,1328.57,2026-01-21,2026,1,2026-01,Arándano Bandeja,Arándano Bandeja
Ciruela importada,Kilo,Kilo,2600.0,3000.0,3000.0,2866.67,2026-01-21,2026,1,2026-01,Ciruela Importada,Ciruela Importada
Kiwi,Kilo,Kilo,2500.0,2800.0,2500.0,2575.0,2026-01-21,2026,1,2026-01,Kiwi,Kiwi
